,recording_session_label,image,num_of_presentation,fixation1,fixation2,fixation3,test_response
6573,46,F96.jpg,3,2,7,6,-1
6574,47,F96.jpg,1,8,NA,NA,4
6575,48,F96.jpg,3,5,2,5,1
6576,1,F84.jpg,3,8,8,8,1
6577,2,F84.jpg,1,7,NA,NA,3
6578,3,F84.jpg,3,10,8,9,-1
6579,4,F84.jpg,3,11,9,9,-1
6580,5,F84.jpg,1,8,NA,NA,3
6581,6,F84.jpg,3,13,11,9,0
6582,7,F84.jpg,3,10,16,8,2
6583,8,F84.jpg,1,8,NA,NA,4
6584,9,F84.jpg,3,10,7,10,-1
6585,10,F84.jpg,3,10,11,11,-1
6586,11,F84.jpg,1,10,NA,NA,4
6587,12,F84.jpg,3,4,3,8,0
6588,13,F84.jpg,3,9,8,7,1
6589,14,F84.jpg,1,8,NA,NA,3
6590,15,F84.jpg,3,10,9,7,-1
6591,16,F84.jpg,3,8,8,9,-1
6592,17,F84.jpg,1,9,NA,NA,3
6593,18,F84.jpg,3,8,7,8,1
6594,19,F84.jpg,3,4,11,11,1
6595,20,F84.jpg,1,5,NA,NA,3
6596,21,F84.jpg,3,11,10,10,-1
6597,22,F84.jpg,3,11,9,9,-1
6598,23,F84.jpg,1,9,NA,NA,4
6599,24,F84.jpg,3,11,11,11,0
6600,25,F84.jpg,3,8,9,9,0
6601,26,F84.jpg,1,8,NA,NA,3
6602,27,F84.jpg,3,6,8,8,-1
6603,28,F84.jpg,3,7,9,8,-1
6604,29,F84.jpg,1,9,NA,NA,4
6605,30,F84.jpg,3,6,6,6,2
6606,31,F84.jpg,3,9,9,11,0
6607,32,F84.jpg,1,6,NA,NA,3
6608,33,F84.jpg,3,9,9,9,-1
6609,34,F84.jpg,3,10,8,8,-1
6610,35,F84.jpg,1,12,NA,NA,3
6611,36,F84.jpg,3,10,12,12,0
6612,37,F84.jpg,3,9,7,7,0
6613,38,F84.jpg,1,11,NA,NA,4
6614,39,F84.jpg,3,13,13,13,-1
6615,40,F84.jpg,3,12,10,11,-1
6616,41,F84.jpg,1,7,NA,NA,3
6617,42,F84.jpg,3,5,8,8,0
6618,43,F84.jpg,3,11,10,10,2
6619,44,F84.jpg,1,10,NA,NA,3
6620,45,F84.jpg,3,12,6,3,-1
6621,46,F84.jpg,3,5,7,6,-1
6622,47,F84.jpg,1,9,NA,NA,3
6623,48,F84.jpg,2,5,1,NA,1
6624,1,F157.jpg,1,8,NA,NA,4
6625,2,F157.jpg,3,8,7,8,0
6626,3,F157.jpg,1,12,NA,NA,4
6627,4,F157.jpg,3,11,9,8,0
6628,5,F157.jpg,3,10,8,8,-1
6629,6,F157.jpg,3,11,12,8,-1
6630,7,F157.jpg,1,10,NA,NA,4
6631,8,F157.jpg,3,8,5,8,1
6632,9,F157.jpg,1,9,NA,NA,4
6633,10,F157.jpg,3,10,9,10,-1
6634,11,F157.jpg,3,4,10,11,-1
6635,12,F157.jpg,3,6,7,6,-1
6636,13,F157.jpg,1,5,NA,NA,4
6637,14,F157.jpg,3,6,5,9,1
6638,15,F157.jpg,1,8,NA,NA,3
6639,16,F157.jpg,3,6,10,7,1
6640,17,F157.jpg,3,8,8,9,-1
6641,18,F157.jpg,3,9,7,9,-1
6642,19,F157.jpg,1,9,NA,NA,4
6643,20,F157.jpg,3,12,10,8,0
6644,21,F157.jpg,1,11,NA,NA,4
6645,22,F157.jpg,3,9,11,10,2
6646,23,F157.jpg,3,9,6,7,-1
6647,24,F157.jpg,3,11,7,13,-1
6648,25,F157.jpg,1,6,NA,NA,4
6649,26,F157.jpg,3,9,7,7,2
6650,27,F157.jpg,1,6,NA,NA,4
6651,28,F157.jpg,3,7,8,9,0
6652,29,F157.jpg,3,13,11,10,-1
6653,30,F157.jpg,3,3,10,4,-1
6654,31,F157.jpg,1,11,NA,NA,4
6655,32,F157.jpg,3,4,5,6,1
6656,33,F157.jpg,1,7,NA,NA,4
6657,34,F157.jpg,3,7,7,9,1
6658,35,F157.jpg,3,13,4,13,-1
6659,36,F157.jpg,3,14,13,11,-1
6660,37,F157.jpg,1,8,NA,NA,4
6661,38,F157.jpg,3,9,9,7,0
6662,39,F157.jpg,1,14,NA,NA,4
6663,40,F157.jpg,3,12,12,12,0
6664,41,F157.jpg,3,6,9,8,-1
6665,42,F157.jpg,3,8,7,11,-1
6666,43,F157.jpg,1,10,NA,NA,4
6667,44,F157.jpg,3,10,6,7,0
6668,45,F157.jpg,1,9,NA,NA,4
6669,46,F157.jpg,3,8,8,8,2
6670,47,F157.jpg,3,10,9,10,-1
6671,48,F157.jpg,2,2,1,NA,-1
6672,1,F128.jpg,1,9,NA,NA,3
6673,2,F128.jpg,3,5,7,7,0
6674,3,F128.jpg,1,9,NA,NA,3
6675,4,F128.jpg,3,11,10,10,1
6676,5,F128.jpg,3,10,12,10,-1
6677,6,F128.jpg,3,12,10,9,-1
6678,7,F128.jpg,1,7,NA,NA,4
6679,8,F128.jpg,3,6,3,8,0
6680,9,F128.jpg,1,11,NA,NA,4
6681,10,F128.jpg,3,9,8,9,2
6682,11,F128.jpg,3,11,12,8,-1
6683,12,F128.jpg,3,5,6,6,-1
6684,13,F128.jpg,1,8,NA,NA,4
6685,14,F128.jpg,3,5,8,5,1
6686,15,F128.jpg,1,10,NA,NA,3
6687,16,F128.jpg,3,7,9,10,1
6688,17,F128.jpg,3,9,11,8,-1
6689,18,F128.jpg,3,5,8,11,-1
6690,19,F128.jpg,1,10,NA,NA,3
6691,20,F128.jpg,3,10,4,9,2
6692,21,F128.jpg,1,11,NA,NA,4
6693,22,F128.jpg,3,10,9,10,0
6694,23,F128.jpg,3,9,9,7,-1
6695,24,F128.jpg,3,10,11,9,-1
6696,25,F128.jpg,1,8,NA,NA,4
6697,26,F128.jpg,3,8,9,7,1
6698,27,F128.jpg,1,8,NA,NA,4
6699,28,F128.jpg,3,10,8,9,2
6700,29,F128.jpg,3,11,7,14,-1
6701,30,F128.jpg,3,8,6,4,-1
6702,31,F128.jpg,1,10,NA,NA,3
6703,32,F128.jpg,3,3,4,8,1
6704,33,F128.jpg,1,8,NA,NA,3
6705,34,F128.jpg,3,9,7,9,0
6706,35,F128.jpg,3,11,11,10,-1
6707,36,F128.jpg,3,9,10,14,-1
6708,37,F128.jpg,1,6,NA,NA,3
6709,38,F128.jpg,3,11,11,10,1
6710,39,F128.jpg,1,12,NA,NA,4
6711,40,F128.jpg,3,11,9,11,2
6712,41,F128.jpg,3,8,8,6,-1
6713,42,F128.jpg,3,8,8,5,-1
6714,43,F128.jpg,1,12,NA,NA,3
6715,44,F128.jpg,3,7,8,7,-1
6716,45,F128.jpg,1,9,NA,NA,3
6717,46,F128.jpg,3,6,4,8,-1
6718,47,F128.jpg,3,9,10,9,-1
6719,48,F128.jpg,2,4,2,NA,-1
6720,1,F38.jpg,3,8,9,8,-1
6721,2,F38.jpg,3,6,8,9,-1
6722,3,F38.jpg,3,9,4,7,0
6723,4,F38.jpg,1,9,NA,NA,4
6724,5,F38.jpg,3,11,7,8,0
6725,6,F38.jpg,1,10,NA,NA,4
6726,7,F38.jpg,3,9,9,11,-1
6727,8,F38.jpg,3,9,2,6,-1
6728,9,F38.jpg,3,11,9,9,0
6729,10,F38.jpg,1,11,NA,NA,4
6730,11,F38.jpg,3,14,9,12,2
6731,12,F38.jpg,1,9,NA,NA,3
6732,13,F38.jpg,3,8,8,9,-1
6733,14,F38.jpg,3,9,6,12,-1
6734,15,F38.jpg,3,10,8,6,2
6735,16,F38.jpg,1,8,NA,NA,4
6736,17,F38.jpg,3,9,10,8,1
6737,18,F38.jpg,1,9,NA,NA,3
6738,19,F38.jpg,3,6,5,8,-1
6739,20,F38.jpg,3,8,7,7,-1
6740,21,F38.jpg,3,12,11,11,1
6741,22,F38.jpg,1,8,NA,NA,4
6742,23,F38.jpg,3,8,9,11,1
6743,24,F38.jpg,1,9,NA,NA,4
6744,25,F38.jpg,3,6,6,7,-1
6745,26,F38.jpg,3,11,7,6,-1
6746,27,F38.jpg,3,6,9,6,1
6747,28,F38.jpg,1,7,NA,NA,4
6748,29,F38.jpg,3,10,8,7,0
6749,30,F38.jpg,1,7,NA,NA,4
6750,31,F38.jpg,3,9,11,9,-1
6751,32,F38.jpg,3,8,7,5,-1
6752,33,F38.jpg,3,12,8,10,0
6753,34,F38.jpg,1,6,NA,NA,4
6754,35,F38.jpg,3,10,8,7,0
6755,36,F38.jpg,1,12,NA,NA,4
6756,37,F38.jpg,3,6,10,11,-1
6757,38,F38.jpg,3,12,10,8,-1
6758,39,F38.jpg,3,11,12,12,0
6759,40,F38.jpg,1,10,NA,NA,4
6760,41,F38.jpg,3,5,6,7,-1
6761,42,F38.jpg,1,8,NA,NA,3
6762,43,F38.jpg,3,11,9,11,-1
6763,44,F38.jpg,3,10,10,9,-1
6764,45,F38.jpg,3,9,8,8,0
6765,46,F38.jpg,1,7,NA,NA,4
6766,47,F38.jpg,3,9,9,5,1
6767,48,F38.jpg,1,1,NA,NA,-1
6768,1,F11.jpg,3,9,9,7,-1
6769,2,F11.jpg,3,8,10,9,-1
6770,3,F11.jpg,3,9,12,8,2
6771,4,F11.jpg,1,10,NA,NA,4
6772,5,F11.jpg,3,6,13,6,0
6773,6,F11.jpg,1,9,NA,NA,4
6774,7,F11.jpg,3,11,9,9,-1
6775,8,F11.jpg,3,7,9,7,-1
6776,9,F11.jpg,3,7,9,8,0
6777,10,F11.jpg,1,10,NA,NA,4
6778,11,F11.jpg,3,8,9,8,2
6779,12,F11.jpg,1,6,NA,NA,4
6780,13,F11.jpg,3,11,8,9,-1
6781,14,F11.jpg,3,7,5,2,-1
6782,15,F11.jpg,3,9,10,9,0
6783,16,F11.jpg,1,10,NA,NA,4
6784,17,F11.jpg,3,11,9,9,-1
6785,18,F11.jpg,1,9,NA,NA,3
6786,19,F11.jpg,3,8,11,5,-1
6787,20,F11.jpg,3,7,10,9,-1
6788,21,F11.jpg,3,11,8,11,1
6789,22,F11.jpg,1,8,NA,NA,4
6790,23,F11.jpg,3,9,7,9,1
6791,24,F11.jpg,1,4,NA,NA,4
6792,25,F11.jpg,3,8,12,7,-1
6793,26,F11.jpg,3,10,8,8,-1
6794,27,F11.jpg,3,9,4,5,0
6795,28,F11.jpg,1,8,NA,NA,4
6796,29,F11.jpg,3,8,7,11,2
6797,30,F11.jpg,1,7,NA,NA,4
6798,31,F11.jpg,3,7,10,9,-1
6799,32,F11.jpg,3,9,3,8,-1
6800,33,F11.jpg,3,8,6,8,2
6801,34,F11.jpg,1,6,NA,NA,4
6802,35,F11.jpg,3,10,11,11,1
6803,36,F11.jpg,1,12,NA,NA,4
6804,37,F11.jpg,3,7,10,7,-1
6805,38,F11.jpg,3,10,11,12,-1
6806,39,F11.jpg,3,12,12,12,0
6807,40,F11.jpg,1,9,NA,NA,4
6808,41,F11.jpg,3,7,4,11,0
6809,42,F11.jpg,1,8,NA,NA,3
6810,43,F11.jpg,3,8,6,10,-1
6811,44,F11.jpg,3,9,8,8,-1
6812,45,F11.jpg,3,8,8,11,2
6813,46,F11.jpg,1,7,NA,NA,4
6814,47,F11.jpg,3,8,10,9,1
6815,48,F11.jpg,1,6,NA,NA,4
6816,1,F10.jpg,3,8,7,5,-1
6817,2,F10.jpg,3,10,8,8,-1
6818,3,F10.jpg,3,11,8,10,0
6819,4,F10.jpg,1,10,NA,NA,3
6820,5,F10.jpg,3,11,6,8,1
6821,6,F10.jpg,1,10,NA,NA,4
6822,7,F10.jpg,3,10,10,11,-1
6823,8,F10.jpg,3,8,7,6,-1
6824,9,F10.jpg,3,9,11,8,0
6825,10,F10.jpg,1,10,NA,NA,4
6826,11,F10.jpg,3,8,9,11,2
6827,12,F10.jpg,1,6,NA,NA,3
6828,13,F10.jpg,3,7,6,6,-1
6829,14,F10.jpg,3,6,7,3,-1
6830,15,F10.jpg,3,6,7,10,0
6831,16,F10.jpg,1,10,NA,NA,4
6832,17,F10.jpg,3,9,6,7,1
6833,18,F10.jpg,1,7,NA,NA,3
6834,19,F10.jpg,3,8,10,9,-1
6835,20,F10.jpg,3,6,9,4,-1
6836,21,F10.jpg,3,11,6,9,0
6837,22,F10.jpg,1,13,NA,NA,4
6838,23,F10.jpg,3,7,12,8,0
6839,24,F10.jpg,1,10,NA,NA,3
6840,25,F10.jpg,3,11,10,7,-1
6841,26,F10.jpg,3,10,6,9,-1
6842,27,F10.jpg,3,7,5,7,0
6843,28,F10.jpg,1,6,NA,NA,4
6844,29,F10.jpg,3,12,8,8,0
6845,30,F10.jpg,1,11,NA,NA,-1
6846,31,F10.jpg,3,12,6,8,-1
6847,32,F10.jpg,3,7,5,9,-1
6848,33,F10.jpg,3,9,7,8,0
6849,34,F10.jpg,1,11,NA,NA,4
6850,35,F10.jpg,3,11,10,10,0
6851,36,F10.jpg,1,13,NA,NA,4
6852,37,F10.jpg,3,6,8,12,-1
6853,38,F10.jpg,3,10,11,11,-1
6854,39,F10.jpg,3,14,12,10,0
6855,40,F10.jpg,1,11,NA,NA,4
6856,41,F10.jpg,3,9,7,9,1
6857,42,F10.jpg,1,6,NA,NA,4
6858,43,F10.jpg,3,9,11,9,-1
6859,44,F10.jpg,3,9,8,10,-1
6860,45,F10.jpg,3,8,7,7,1
6861,46,F10.jpg,1,5,NA,NA,4
6862,47,F10.jpg,3,9,9,9,1
6863,48,F10.jpg,1,1,NA,NA,4
6864,1,F146.jpg,1,7,NA,NA,4
6865,2,F146.jpg,3,6,7,7,1
6866,3,F146.jpg,1,5,NA,NA,4
6867,4,F146.jpg,3,12,8,9,0
6868,5,F146.jpg,3,9,9,7,-1
6869,6,F146.jpg,3,13,12,11,-1
6870,7,F146.jpg,1,8,NA,NA,4
6871,8,F146.jpg,3,6,10,7,0
6872,9,F146.jpg,1,8,NA,NA,3
6873,10,F146.jpg,3,8,9,10,-1
6874,11,F146.jpg,3,10,9,11,-1
6875,12,F146.jpg,3,6,8,6,-1
6876,13,F146.jpg,1,6,NA,NA,3
6877,14,F146.jpg,3,10,4,9,0
6878,15,F146.jpg,1,9,NA,NA,3
6879,16,F146.jpg,3,9,7,9,1
6880,17,F146.jpg,3,9,8,8,-1
6881,18,F146.jpg,3,5,9,10,-1
6882,19,F146.jpg,1,11,NA,NA,4
6883,20,F146.jpg,3,6,7,7,1
6884,21,F146.jpg,1,12,NA,NA,4
6885,22,F146.jpg,3,11,11,6,2
6886,23,F146.jpg,3,9,12,12,-1
6887,24,F146.jpg,3,7,11,8,-1
6888,25,F146.jpg,1,6,NA,NA,3
6889,26,F146.jpg,3,10,9,10,1
6890,27,F146.jpg,1,7,NA,NA,3
6891,28,F146.jpg,3,10,7,9,1
6892,29,F146.jpg,3,12,12,11,-1
6893,30,F146.jpg,3,6,5,8,-1
6894,31,F146.jpg,1,10,NA,NA,3
6895,32,F146.jpg,3,10,8,5,1
6896,33,F146.jpg,1,9,NA,NA,4
6897,34,F146.jpg,3,8,6,10,2
6898,35,F146.jpg,3,12,10,11,-1
6899,36,F146.jpg,3,11,12,13,-1
6900,37,F146.jpg,1,8,NA,NA,3
6901,38,F146.jpg,3,9,11,10,0
6902,39,F146.jpg,1,12,NA,NA,4
6903,40,F146.jpg,3,10,12,10,2
6904,41,F146.jpg,3,9,10,8,-1
6905,42,F146.jpg,3,7,9,10,-1
6906,43,F146.jpg,1,11,NA,NA,4
6907,44,F146.jpg,3,7,8,9,1
6908,45,F146.jpg,1,10,NA,NA,4
6909,46,F146.jpg,3,5,6,9,2
6910,47,F146.jpg,3,11,8,9,-1
6911,48,F146.jpg,3,3,4,2,-1
6912,1,F49.jpg,3,10,10,7,-1
6913,2,F49.jpg,3,8,8,7,-1
6914,3,F49.jpg,3,9,11,10,0
6915,4,F49.jpg,1,10,NA,NA,3
6916,5,F49.jpg,3,7,6,6,0
6917,6,F49.jpg,1,10,NA,NA,3
6918,7,F49.jpg,3,9,8,9,-1
6919,8,F49.jpg,3,8,8,5,-1
6920,9,F49.jpg,3,8,5,8,0
6921,10,F49.jpg,1,8,NA,NA,3
6922,11,F49.jpg,3,10,9,9,1
6923,12,F49.jpg,1,7,NA,NA,3
6924,13,F49.jpg,3,6,8,9,-1
6925,14,F49.jpg,3,8,7,8,-1
6926,15,F49.jpg,3,9,9,8,0
6927,16,F49.jpg,1,11,NA,NA,4
6928,17,F49.jpg,3,10,7,11,1
6929,18,F49.jpg,1,8,NA,NA,3
6930,19,F49.jpg,2,8,5,NA,-1
6931,20,F49.jpg,3,7,7,8,-1
6932,21,F49.jpg,3,6,7,12,1
6933,22,F49.jpg,1,10,NA,NA,3
6934,23,F49.jpg,3,5,8,7,1
6935,24,F49.jpg,1,11,NA,NA,4
6936,25,F49.jpg,3,5,6,7,-1
6937,26,F49.jpg,3,10,8,7,-1
6938,27,F49.jpg,3,5,6,4,2
6939,28,F49.jpg,1,8,NA,NA,4
6940,29,F49.jpg,3,11,4,6,2
6941,30,F49.jpg,1,8,NA,NA,4
6942,31,F49.jpg,3,11,8,8,-1
6943,32,F49.jpg,3,11,7,7,-1
6944,33,F49.jpg,3,11,8,6,2
6945,34,F49.jpg,1,10,NA,NA,4
6946,35,F49.jpg,3,6,12,9,1
6947,36,F49.jpg,1,12,NA,NA,4
6948,37,F49.jpg,3,2,8,7,-1
6949,38,F49.jpg,3,8,9,11,-1
6950,39,F49.jpg,3,12,11,10,0
6951,40,F49.jpg,1,11,NA,NA,4
6952,41,F49.jpg,3,6,7,7,2
6953,42,F49.jpg,1,8,NA,NA,4
6954,43,F49.jpg,3,10,9,9,-1
6955,44,F49.jpg,3,6,11,9,-1
6956,45,F49.jpg,3,8,8,10,1
6957,46,F49.jpg,1,7,NA,NA,4
6958,47,F49.jpg,3,11,9,7,2
6959,48,F49.jpg,1,7,NA,NA,4
6960,1,F165.jpg,1,9,NA,NA,4
6961,2,F165.jpg,3,8,8,7,0
6962,3,F165.jpg,1,8,NA,NA,4
6963,4,F165.jpg,3,10,11,10,1
6964,5,F165.jpg,3,8,8,10,-1
6965,6,F165.jpg,3,10,12,11,-1
6966,7,F165.jpg,1,8,NA,NA,4
6967,8,F165.jpg,3,6,8,9,1
6968,9,F165.jpg,1,10,NA,NA,4
6969,10,F165.jpg,3,11,9,13,2
6970,11,F165.jpg,3,11,9,9,-1
6971,12,F165.jpg,3,8,7,4,-1
6972,13,F165.jpg,1,8,NA,NA,4
6973,14,F165.jpg,3,8,9,7,1
6974,15,F165.jpg,1,10,NA,NA,4
6975,16,F165.jpg,3,8,10,10,2
6976,17,F165.jpg,3,9,9,5,-1
6977,18,F165.jpg,3,8,8,9,-1
6978,19,F165.jpg,1,11,NA,NA,4
6979,20,F165.jpg,3,6,6,6,2
6980,21,F165.jpg,1,12,NA,NA,4
6981,22,F165.jpg,3,9,11,10,0
6982,23,F165.jpg,3,9,11,10,-1
6983,24,F165.jpg,3,11,8,13,-1
6984,25,F165.jpg,1,7,NA,NA,4
6985,26,F165.jpg,3,10,8,8,2
6986,27,F165.jpg,1,9,NA,NA,4
6987,28,F165.jpg,3,9,8,7,2
6988,29,F165.jpg,3,11,11,10,-1
6989,30,F165.jpg,1,8,NA,NA,-1
6990,31,F165.jpg,1,10,NA,NA,4
6991,32,F165.jpg,3,7,3,7,0
6992,33,F165.jpg,1,7,NA,NA,4
6993,34,F165.jpg,3,8,10,7,0
6994,35,F165.jpg,3,11,11,12,-1
6995,36,F165.jpg,3,12,12,11,-1
6996,37,F165.jpg,1,8,NA,NA,4
6997,38,F165.jpg,3,13,11,10,0
6998,39,F165.jpg,1,14,NA,NA,4
6999,40,F165.jpg,3,10,10,11,1
7000,41,F165.jpg,3,8,7,10,-1
7001,42,F165.jpg,3,6,8,10,-1
7002,43,F165.jpg,1,12,NA,NA,4
7003,44,F165.jpg,3,10,7,9,2
7004,45,F165.jpg,1,8,NA,NA,3
7005,46,F165.jpg,3,6,6,9,2
7006,47,F165.jpg,3,10,10,10,-1
7007,48,F165.jpg,3,5,6,6,-1
7008,1,F1.jpg,3,9,9,9,-1
7009,2,F1.jpg,3,9,9,6,-1
7010,3,F1.jpg,3,5,9,10,0
7011,4,F1.jpg,1,8,NA,NA,4
7012,5,F1.jpg,3,6,13,9,0
7013,6,F1.jpg,1,9,NA,NA,4
7014,7,F1.jpg,3,11,9,9,-1
7015,8,F1.jpg,3,8,5,6,-1
7016,9,F1.jpg,3,11,10,8,0
7017,10,F1.jpg,1,9,NA,NA,4
7018,11,F1.jpg,3,11,12,12,1
7019,12,F1.jpg,1,8,NA,NA,4
7020,13,F1.jpg,3,6,7,8,-1
7021,14,F1.jpg,3,8,6,7,-1
7022,15,F1.jpg,3,9,9,9,2
7023,16,F1.jpg,1,10,NA,NA,4
7024,17,F1.jpg,3,10,9,9,0
7025,18,F1.jpg,1,10,NA,NA,4
7026,19,F1.jpg,3,2,10,8,-1
7027,20,F1.jpg,3,8,7,9,-1
7028,21,F1.jpg,3,12,11,11,0
7029,22,F1.jpg,1,11,NA,NA,4
7030,23,F1.jpg,3,7,10,8,0
7031,24,F1.jpg,1,9,NA,NA,4
7032,25,F1.jpg,3,8,8,10,-1
7033,26,F1.jpg,3,11,8,7,-1
7034,27,F1.jpg,3,9,6,5,0
7035,28,F1.jpg,1,10,NA,NA,4
7036,29,F1.jpg,3,11,8,8,0
7037,30,F1.jpg,1,8,NA,NA,-1
7038,31,F1.jpg,3,9,11,10,-1
7039,32,F1.jpg,3,7,7,8,-1
7040,33,F1.jpg,3,8,10,8,0
7041,34,F1.jpg,1,9,NA,NA,4
7042,35,F1.jpg,3,10,11,7,0
7043,36,F1.jpg,1,12,NA,NA,4
7044,37,F1.jpg,3,9,6,7,-1
7045,38,F1.jpg,3,10,9,11,-1
7046,39,F1.jpg,3,14,11,13,0
7047,40,F1.jpg,1,13,NA,NA,4
7048,41,F1.jpg,3,9,8,7,2
7049,42,F1.jpg,1,10,NA,NA,3
7050,43,F1.jpg,3,10,8,9,-1
7051,44,F1.jpg,3,9,10,9,-1
7052,45,F1.jpg,3,8,9,10,0
7053,46,F1.jpg,1,6,NA,NA,-1
7054,47,F1.jpg,3,11,10,11,0
7055,48,F1.jpg,1,4,NA,NA,4
7056,1,F155.jpg,1,10,NA,NA,4
7057,2,F155.jpg,3,10,9,8,0
7058,3,F155.jpg,1,8,NA,NA,4
7059,4,F155.jpg,3,10,8,8,0
7060,5,F155.jpg,3,8,6,7,-1
7061,6,F155.jpg,3,12,10,10,-1
7062,7,F155.jpg,1,12,NA,NA,4
7063,8,F155.jpg,3,9,2,8,2
7064,9,F155.jpg,1,9,NA,NA,4
7065,10,F155.jpg,3,8,11,11,1
7066,11,F155.jpg,3,12,9,11,-1
7067,12,F155.jpg,3,6,8,4,-1
7068,13,F155.jpg,1,8,NA,NA,4
7069,14,F155.jpg,3,5,5,4,1
7070,15,F155.jpg,1,10,NA,NA,4
7071,16,F155.jpg,3,8,9,10,2
7072,17,F155.jpg,3,7,10,9,-1
7073,18,F155.jpg,3,3,8,8,-1
7074,19,F155.jpg,1,11,NA,NA,4
7075,20,F155.jpg,3,8,7,7,2
7076,21,F155.jpg,1,10,NA,NA,4
7077,22,F155.jpg,3,10,11,10,0
7078,23,F155.jpg,3,7,12,9,-1
7079,24,F155.jpg,3,11,11,9,-1
7080,25,F155.jpg,1,7,NA,NA,4
7081,26,F155.jpg,3,9,9,7,2
7082,27,F155.jpg,1,7,NA,NA,4
7083,28,F155.jpg,3,9,8,8,0
7084,29,F155.jpg,3,13,11,13,-1
7085,30,F155.jpg,3,7,2,5,-1
7086,31,F155.jpg,1,8,NA,NA,4
7087,32,F155.jpg,3,5,3,4,1
7088,33,F155.jpg,1,9,NA,NA,4
7089,34,F155.jpg,3,6,7,9,0
7090,35,F155.jpg,3,7,14,12,-1
7091,36,F155.jpg,3,10,13,10,-1
7092,37,F155.jpg,1,8,NA,NA,4
7093,38,F155.jpg,3,8,11,10,0
7094,39,F155.jpg,1,14,NA,NA,4
7095,40,F155.jpg,3,11,12,12,1
7096,41,F155.jpg,3,5,7,8,-1
7097,42,F155.jpg,3,11,7,9,-1
7098,43,F155.jpg,1,12,NA,NA,4
7099,44,F155.jpg,3,9,9,9,0
7100,45,F155.jpg,1,7,NA,NA,4
7101,46,F155.jpg,3,8,7,7,-1
7102,47,F155.jpg,3,8,8,10,-1
7103,48,F155.jpg,2,5,7,NA,-1
7104,1,F78.jpg,3,9,9,11,0
7105,2,F78.jpg,1,10,NA,NA,4
7106,3,F78.jpg,3,10,8,11,-1
7107,4,F78.jpg,3,10,9,10,-1
7108,5,F78.jpg,1,8,NA,NA,3
7109,6,F78.jpg,3,11,11,7,0
7110,7,F78.jpg,3,10,8,10,2
7111,8,F78.jpg,1,5,NA,NA,4
7112,9,F78.jpg,3,12,9,6,-1
7113,10,F78.jpg,3,8,9,12,-1
7114,11,F78.jpg,1,11,NA,NA,3
7115,12,F78.jpg,3,7,8,5,0
7116,13,F78.jpg,3,9,6,3,0
7117,14,F78.jpg,1,7,NA,NA,4
7118,15,F78.jpg,3,8,9,8,-1
7119,16,F78.jpg,3,9,11,9,-1
7120,17,F78.jpg,1,9,NA,NA,3
7121,18,F78.jpg,3,8,10,9,0
7122,19,F78.jpg,3,10,10,10,0
7123,20,F78.jpg,1,5,NA,NA,4
7124,21,F78.jpg,3,11,11,11,-1
7125,22,F78.jpg,3,10,11,9,-1
7126,23,F78.jpg,1,5,NA,NA,4
7127,24,F78.jpg,3,10,11,12,0
7128,25,F78.jpg,3,10,7,5,0
7129,26,F78.jpg,1,7,NA,NA,4
7130,27,F78.jpg,3,9,9,7,-1
7131,28,F78.jpg,3,11,6,5,-1
7132,29,F78.jpg,1,11,NA,NA,4
7133,30,F78.jpg,3,3,10,8,0
7134,31,F78.jpg,3,11,10,9,0
7135,32,F78.jpg,1,7,NA,NA,3
7136,33,F78.jpg,3,13,11,6,-1
7137,34,F78.jpg,3,8,7,7,-1
7138,35,F78.jpg,1,10,NA,NA,4
7139,36,F78.jpg,3,12,13,13,0
7140,37,F78.jpg,3,10,9,7,0
7141,38,F78.jpg,1,11,NA,NA,4
7142,39,F78.jpg,3,15,14,14,-1
7143,40,F78.jpg,3,11,13,10,-1
7144,41,F78.jpg,1,9,NA,NA,4
7145,42,F78.jpg,3,10,9,6,2
7146,43,F78.jpg,3,11,11,11,2
7147,44,F78.jpg,1,10,NA,NA,4
7148,45,F78.jpg,3,8,9,10,-1
7149,46,F78.jpg,3,5,8,7,-1
7150,47,F78.jpg,1,7,NA,NA,4
7151,48,F78.jpg,3,7,5,3,1
7152,1,F6.jpg,3,9,9,7,-1
7153,2,F6.jpg,3,7,8,9,-1
7154,3,F6.jpg,3,10,12,6,0
7155,4,F6.jpg,1,9,NA,NA,4
7156,5,F6.jpg,3,12,11,8,2
7157,6,F6.jpg,1,10,NA,NA,3
7158,7,F6.jpg,3,11,12,11,-1
7159,8,F6.jpg,3,8,7,4,-1
7160,9,F6.jpg,3,10,10,10,0
7161,10,F6.jpg,1,10,NA,NA,3
7162,11,F6.jpg,3,10,10,12,0
7163,12,F6.jpg,1,8,NA,NA,4
7164,13,F6.jpg,3,5,9,11,-1
7165,14,F6.jpg,3,6,2,8,-1
7166,15,F6.jpg,3,7,16,8,0
7167,16,F6.jpg,1,10,NA,NA,3
7168,17,F6.jpg,3,8,8,5,-1
7169,18,F6.jpg,1,10,NA,NA,3
7170,19,F6.jpg,3,11,9,7,-1
7171,20,F6.jpg,3,9,9,7,-1
7172,21,F6.jpg,3,9,10,12,0
7173,22,F6.jpg,1,12,NA,NA,4
7174,23,F6.jpg,3,12,7,6,1
7175,24,F6.jpg,1,10,NA,NA,4
7176,25,F6.jpg,3,7,9,8,-1
7177,26,F6.jpg,3,9,6,9,-1
7178,27,F6.jpg,3,6,6,6,1
